"locus"	"symbol"	"name"	"Length"	"observed"	"expected"	"Gscore"	"Nframeshift"	"Nsynonymous"
"63"	"MMP0052"	""	"Conserved Hypothetical protein with 2 CBS domains"	"912"	"0"	"0.0591920509860993"	"0"	"0"	"0"
"64"	"MMP0053"	""	"Protein of unknown function DUF34"	"741"	"0"	"0.0480935414262057"	"0"	"0"	"0"
"65"	"MMP0054"	""	"conserved hypothetical protein"	"609"	"0"	"0.0395262708887439"	"0"	"0"	"0"
"66"	"MMP0055"	""	"Conserved hypothetical Archael protein"	"480"	"0"	"0.0311537110453154"	"0"	"0"	"0"
"67"	"MMP0056"	"cofH"	"FO synthase, subunit CofH"	"1080"	"0"	"0.0700958498519596"	"0"	"0"	"0"
"68"	"MMP0057"	"cofH"	"FO synthase, subunit CofH"	"1077"	"0"	"0.0699011391579264"	"0"	"0"	"0"
"69"	"MMP0058"	"mer"	"coenzyme F420-dependent N5,N10-methylenetetrahydromethanopterin reductase"	"963"	"0"	"0.062502132784664"	"0"	"0"	"0"
"70"	"MMP0059"	""	"conserved hypothetical archaeal protein"	"423"	"0"	"0.0274542078586842"	"0"	"0"	"0"
"71"	"MMP0060"	""	"Ribosomal LX protein"	"231"	"0"	"0.014992723440558"	"0"	"0"	"0"
"72"	"MMP0061"	"aIF6"	"Translation initiation factor IF6"	"684"	"0"	"0.0443940382395744"	"0"	"0"	"0"
"73"	"MMP0062"	""	"Ribosomal protein L31e"	"252"	"0"	"0.0163556982987906"	"0"	"0"	"0"
"74"	"MMP0063"	"argB"	"Acetylglutamate kinase"	"885"	"0"	"0.0574396547398003"	"0"	"0"	"0"
"75"	"MMP0064"	"glnK1"	"Nitrogen regulatory protein P-II"	"339"	"0"	"0.022002308425754"	"0"	"0"	"0"
"76"	"MMP0065"	"amtB"	"Ammonia transporter"	"1227"	"0"	"0.0796366738595875"	"0"	"0"	"0"
"77"	"MMP0066"	"glnB"	"Nitrogen regulatory protein P-II"	"339"	"0"	"0.022002308425754"	"0"	"0"	"0"
"78"	"MMP0067"	"glnK2"	"Nitrogen regulatory protein P-II"	"339"	"0"	"0.022002308425754"	"0"	"0"	"0"
"79"	"MMP0068"	"amtB"	"Ammonia transporter"	"1236"	"0"	"0.0802208059416872"	"0"	"0"	"0"
"80"	"MMP0069"	""	"methyltransferase"	"300"	"0"	"0.0194710694033221"	"0"	"0"	"0"
"81"	"MMP0070"	""	"tungsten containing formylmethanofruran dehydrogenase subunit C-related protein"	"939"	"0"	"0.0609444472323983"	"0"	"0"	"0"
"82"	"RNA_35"	"tRNA-Thr2"	"tRNA-Thr"	"74"	"0"	"0.00480286378615279"	"0"	"0"	"0"
"83"	"RNA_1"	"tRNA-Gln1"	"tRNA-Gln"	"76"	"0"	"0.00493267091550827"	"0"	"0"	"0"
"84"	"MMP0071"	""	"DNA primase, small subunit"	"1074"	"0"	"0.0697064284638932"	"0"	"0"	"0"
"85"	"MMP0072"	""	"conserved archaeal protein"	"981"	"0"	"0.0636703969488634"	"0"	"0"	"0"
"86"	"MMP0073"	"argG"	"Argininosuccinate synthase"	"1194"	"0"	"0.0774948562252221"	"0"	"0"	"0"
"87"	"MMP0074"	""	"Conserved hypothetical Archael protein"	"357"	"0"	"0.0231705725899533"	"0"	"0"	"0"
"88"	"MMP0075"	""	"conserved hypothetical protein"	"969"	"0"	"0.0628915541727305"	"0"	"0"	"0"
"89"	"MMP0076"	""	"conserved hypothetical protein"	"210"	"0"	"0.0136297485823255"	"0"	"0"	"0"
"90"	"MMP0077"	""	"conserved hypothetical protein"	"729"	"0"	"0.0473146986500728"	"0"	"0"	"0"
"91"	"MMP0078"	""	"conserved hypothetical protein"	"846"	"0"	"0.0549084157173684"	"0"	"0"	"0"
"92"	"MMP0079"	""	"Orotate phosphoribosyltransferase related protein"	"618"	"0"	"0.0401104029708436"	"0"	"0"	"0"
"93"	"MMP0080"	""	"glutamate synthase; large subunit; archaeal subunit 1"	"1092"	"0"	"0.0708746926280925"	"0"	"0"	"0"
"94"	"MMP0081"	"gltB"	"glutamate synthase; large subunit; archaeal subunit 2"	"1533"	"0"	"0.0994971646509761"	"0"	"0"	"0"
"95"	"MMP0082"	""	"glutamate synthase; large subunit; archaeal subunit 3"	"792"	"0"	"0.0514036232247704"	"0"	"0"	"0"
"96"	"MMP0083"	""	"conserved archaeal protein"	"1080"	"0"	"0.0700958498519596"	"0"	"0"	"0"
"97"	"MMP0084"	""	"conserved hypothetical protein"	"714"	"0"	"0.0463411451799067"	"0"	"0"	"0"
"98"	"MMP0085"	""	"conserved hypothetical protein"	"1047"	"0"	"0.0679540322175942"	"0"	"0"	"0"
"99"	"MMP0086"	""	"LuxR family member"	"465"	"0"	"0.0301801575751493"	"0"	"0"	"0"
"100"	"MMP0087"	"hmgA"	"Hydroxymethylglutaryl-coenzyme A reductase:3-hydroxy-3-methylglutaryl Coenzyme A reductase"	"1227"	"0"	"0.0796366738595875"	"0"	"0"	"0"
"101"	"MMP0088"	"gtrA (hemA)"	"Glutamyl-tRNA reductase"	"1149"	"0"	"0.0745741958147237"	"0"	"0"	"0"
"102"	"MMP0089"	""	"Conserved hypothetical protein"	"606"	"0"	"0.0393315601947107"	"0"	"0"	"0"
"103"	"MMP0090"	""	"Glycosyl transferase"	"1068"	"0"	"0.0693170070758268"	"0"	"0"	"0"
"104"	"MMP0091"	""	"conserved hypothetical archaeal protein"	"585"	"0"	"0.0379685853364781"	"0"	"0"	"0"
"105"	"MMP0092"	"rpoF"	"DNA-directed RNA polymerase subunit F"	"324"	"0"	"0.0210287549555879"	"0"	"0"	"0"
"106"	"MMP0093"	""	"Ribosomal protein L21e"	"294"	"0"	"0.0190816480152557"	"0"	"0"	"0"
"107"	"MMP0094"	""	"Conserved hypothetical protein"	"1413"	"0"	"0.0917087368896472"	"0"	"0"	"0"
"108"	"MMP0095"	""	"Conserved Hypothetical protein, PHP domain C-terminal region"	"1185"	"0"	"0.0769107241431224"	"0"	"0"	"0"
"109"	"MMP0096"	""	"Aminotransferase (subgroup I)"	"1188"	"0"	"0.0771054348371556"	"0"	"0"	"0"
"110"	"MMP0097"	""	"Transcriptional regulator protein, Helix-turn-helix motif"	"549"	"0"	"0.0356320570080795"	"0"	"0"	"0"
"111"	"MMP0098"	""	"ferredoxin"	"198"	"0"	"0.0128509058061926"	"0"	"0"	"0"
"112"	"MMP0099"	""	"General substrate transporter"	"1152"	"0"	"0.074768906508757"	"0"	"0"	"0"
"113"	"MMP0100"	""	"Na+/H+ exchanger family"	"1179"	"0"	"0.076521302755056"	"0"	"0"	"0"
"114"	"MMP0101"	""	"conserved hypothetical protein"	"486"	"0"	"0.0315431324333818"	"0"	"0"	"0"
"115"	"MMP0102"	"pcm"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"	"639"	"0"	"0.0414733778290761"	"0"	"0"	"0"
"116"	"MMP0103"	""	"conserved hypothetical protein"	"900"	"0"	"0.0584132082099664"	"0"	"0"	"0"
"117"	"RNA_2"	"tRNA-Thr1"	"tRNA-Thr"	"74"	"0"	"0.00480286378615279"	"0"	"0"	"0"
"118"	"RNA_3"	"tRNA-Pro1"	"tRNA-Pro"	"77"	"0"	"0.00499757448018601"	"0"	"0"	"0"
"119"	"RNA_4"	"tRNA-Tyr1"	"tRNA-Tyr"	"74"	"0"	"0.00480286378615279"	"0"	"0"	"0"
"120"	"RNA_5"	"tRNA-Lys1"	"tRNA-Lys"	"74"	"0"	"0.00480286378615279"	"0"	"0"	"0"
"121"	"RNA_37"	"rrnD5S"	"5S ribosomal RNA"	"115"	"0"	"0.00746390993794015"	"0"	"0"	"0"
"122"	"RNA_6"	"tRNA-Asp1"	"tRNA-Asp"	"75"	"0"	"0.00486776735083053"	"0"	"0"	"0"
"123"	"RNA_7"	"tRNA-Lys2"	"tRNA-Lys"	"74"	"0"	"0.00480286378615279"	"0"	"0"	"0"
"124"	"RNA_8"	"tRNA-Asp2"	"tRNA-Asp"	"75"	"0"	"0.00486776735083053"	"0"	"0"	"0"
"125"	"MMP0104"	""	"polyferredoxin"	"618"	"0"	"0.0401104029708436"	"0"	"0"	"0"
"126"	"MMP0105"	""	"conserved hypothetical protein"	"528"	"0"	"0.0342690821498469"	"0"	"0"	"0"
"127"	"MMP0106"	""	"conserved hypothetical protein"	"561"	"0"	"0.0364108997842124"	"0"	"0"	"0"
"128"	"MMP0107"	""	"hypothetical protein"	"525"	"0"	"0.0340743714558137"	"0"	"0"	"0"
"129"	"MMP0108"	""	"ABC-type Iron(III)-binding periplasmic protein precursor"	"1032"	"0"	"0.0669804787474281"	"0"	"0"	"0"
"130"	"MMP0109"	"afuB_1"	"ABC-type transporter permease protein"	"1617"	"0"	"0.104949064083906"	"0"	"0"	"0"
"131"	"MMP0110"	""	"ABC transporter:AAA ATPase"	"969"	"0"	"0.0628915541727305"	"0"	"0"	"0"
"132"	"MMP0111"	""	"hypothetical"	"540"	"0"	"0.0350479249259798"	"0"	"0"	"0"
"133"	"MMP0112"	""	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase 2"	"1281"	"0"	"0.0831414663521855"	"0"	"0"	"0"
"134"	"MMP0113"	""	"conserved hypothetical protein"	"810"	"0"	"0.0525718873889697"	"0"	"0"	"0"
"135"	"MMP0114"	""	"conserved hypothetical protein"	"642"	"0"	"0.0416680885231093"	"0"	"0"	"0"
"136"	"MMP0115"	""	"conserved hypothetical protein"	"522"	"0"	"0.0338796607617805"	"0"	"0"	"0"
"137"	"MMP0116"	"argC"	"N-acetyl-gamma-glutamyl-phosphate reductase"	"1032"	"0"	"0.0669804787474281"	"0"	"0"	"0"
"138"	"MMP0117"	""	"conserved hypothetical protein"	"669"	"0"	"0.0434204847694083"	"0"	"0"	"0"
"139"	"MMP0118"	""	"conserved hypothetical protein"	"618"	"0"	"0.0401104029708436"	"0"	"0"	"0"
"140"	"MMP0119"	"birA"	"Biotin--protein ligase"	"708"	"0"	"0.0459517237918402"	"0"	"0"	"0"
"141"	"MMP0120"	""	"conserved hypothetical protein"	"387"	"0"	"0.0251176795302855"	"0"	"0"	"0"
"142"	"MMP0121"	""	"hypothetical"	"318"	"0"	"0.0206393335675215"	"0"	"0"	"0"
"143"	"MMP0122"	""	"conserved hypothetical protein"	"909"	"0"	"0.058997340292066"	"0"	"0"	"0"
"144"	"MMP0123"	"purT"	"Phosphoribosylglycinamide formyltransferase 2"	"1167"	"0"	"0.0757424599789231"	"0"	"0"	"0"
"145"	"MMP0124"	""	"Conserved hypothetical protein"	"675"	"0"	"0.0438099061574748"	"0"	"0"	"0"
"146"	"MMP0125"	"flpA"	"conserved archaeal fibrillarin homolog"	"1533"	"0"	"0.0994971646509761"	"0"	"0"	"0"
"147"	"MMP0126"	"bioB"	"Biotin synthetase"	"1026"	"0"	"0.0665910573593617"	"0"	"0"	"0"
"148"	"MMP0127"	"hmd"	"H2-forming N5,N10-methylene-tetrahydromethanopterin dehydrogenease"	"1065"	"0"	"0.0691222963817936"	"0"	"0"	"0"
"149"	"MMP0128"	""	"conserved hypothetical protein"	"570"	"0"	"0.036995031866312"	"0"	"0"	"0"
"150"	"MMP0129"	""	"Conserved Hypothetical Protein"	"657"	"0"	"0.0426416419932755"	"0"	"0"	"0"
"151"	"MMP0130"	"fumA"	"fumarate hydratase"	"846"	"0"	"0.0549084157173684"	"0"	"0"	"0"
"152"	"MMP0131"	""	"Pyridoxal phosphate-dependent amino acid decarboxylase"	"1155"	"0"	"0.0749636172027902"	"0"	"0"	"0"
"153"	"MMP0132"	""	"Aminotransferase (subgroup III) similar to Branched-chain amino acid aminotransferase"	"864"	"0"	"0.0560766798815677"	"0"	"0"	"0"
"154"	"MMP0133"	"guaB"	"IMP dehydrogenase"	"1503"	"0"	"0.0975500577106438"	"0"	"0"	"0"
"155"	"MMP0134"	""	"Conserved hypothetical protein"	"345"	"0"	"0.0223917298138204"	"0"	"0"	"0"
"156"	"MMP0135"	"thrC"	"Threonine synthase"	"1215"	"0"	"0.0788578310834546"	"0"	"0"	"0"
"157"	"MMP0136"	"leuD"	"3-isopropylmalate dehydratase small subunit"	"504"	"0"	"0.0327113965975812"	"0"	"0"	"0"
"158"	"MMP0137"	"dys"	"Deoxyhypusine synthase"	"1017"	"0"	"0.066006925277262"	"0"	"0"	"0"
"159"	"MMP0138"	"fdhA"	"formate dehydrogenase alpha subunit"	"2031"	"0"	"0.131819139860491"	"0"	"0"	"0"
"160"	"MMP0139"	"fdhB"	"formate dehydrogenase beta subunit"	"1128"	"0"	"0.0732112209564912"	"0"	"0"	"0"
"161"	"MMP0140"	""	"conserved hypothetical protein"	"2316"	"0"	"0.150316655793647"	"0"	"0"	"0"
"162"	"MMP0141"	""	"conserved archaeal protein"	"873"	"0"	"0.0566608119636674"	"0"	"0"	"0"
"163"	"MMP0142"	""	"Thiamine pyrophosphate dependent enzyme related to acetolactate synthase"	"1506"	"0"	"0.0977447684046771"	"0"	"0"	"0"
"164"	"MMP0143"	""	"conserved hypothetical protein"	"1116"	"0"	"0.0724323781803583"	"0"	"0"	"0"
"165"	"MMP0144"	"hpcE"	"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase."	"609"	"0"	"0.0395262708887439"	"0"	"0"	"0"
"166"	"MMP0145"	"hpt"	"Hypoxanthine (guanine) phosphoribosyltransferase"	"558"	"0"	"0.0362161890901792"	"0"	"0"	"0"
"168"	"MMP0147"	""	"NifH/frxC family:ATP/GTP-binding site motif A (P-loop)"	"942"	"0"	"0.0611391579264315"	"0"	"0"	"0"
"169"	"MMP0148"	"acsA"	"acetyl-CoA synthetase, AMP-forming"	"1911"	"0"	"0.124030712099162"	"0"	"0"	"0"
"170"	"MMP0149"	""	"conserved hypothetical protein"	"1053"	"0"	"0.0683434536056607"	"0"	"0"	"0"
"171"	"MMP0150"	""	"conserved hypothetical protein"	"516"	"0"	"0.0334902393737141"	"0"	"0"	"0"
"172"	"MMP0151"	""	"LSU ribosomal protein L40E"	"144"	"0"	"0.00934611331359462"	"0"	"0"	"0"
"173"	"MMP0152"	""	"Cation transporter"	"1341"	"0"	"0.0870356802328499"	"0"	"0"	"0"
"174"	"MMP0153"	"aksA"	"2-oxosuberate synthase, first step"	"1161"	"0"	"0.0753530385908566"	"0"	"0"	"0"
"175"	"MMP0154"	""	"conserved hypothetical archaeal protein"	"1506"	"0"	"0.0977447684046771"	"0"	"0"	"0"
"176"	"MMP0155"	""	"conserved hypothetical protein"	"384"	"0"	"0.0249229688362523"	"0"	"0"	"0"
"177"	"MMP0156"	""	"Ribosomal protein S19E (S16A)"	"426"	"0"	"0.0276489185527174"	"0"	"0"	"0"
